,Site,Project,Year,Month,Community,Nickname,Plot,Depth_cm,CO2_Treatment,N_Treatment,pH,Analysis_rundate,Run_notes
45,GCReW,CO2xN,2025,July,SCAM,2-Meter,L14,40,Ambient,Amended,6.68,7/7/2025,
46,GCReW,CO2xN,2025,July,SCAM,2-Meter,L16,20,Ambient,Ambient,6.61,7/7/2025,
47,GCReW,CO2xN,2025,July,SCAM,2-Meter,L14,80,Ambient,Amended,6.6,7/7/2025,
48,GCReW,CO2xN,2025,July,SCAM,2-Meter,L16,40,Ambient,Ambient,6.61,7/7/2025,
49,GCReW,CO2xN,2025,July,SCAM,2-Meter,L12,40,Elevated,Amended,6.62,7/7/2025,
50,GCReW,CO2xN,2025,July,SCAM,2-Meter,L15,20,Elevated,Amended,6.59,7/7/2025,
51,GCReW,CO2xN,2025,July,SCAM,2-Meter,L16,80,Ambient,Ambient,6.65,7/7/2025,
52,GCReW,CO2xN,2025,July,SCAM,2-Meter,L18,40,Elevated,Amended,6.45,7/7/2025,
53,GCReW,CO2xN,2025,July,SCAM,2-Meter,L18,20,Elevated,Amended,6.51,7/7/2025,
54,GCReW,CO2xN,2025,July,SCAM,2-Meter,L19,20,Elevated,Ambient,6.62,7/7/2025,
55,GCReW,CO2xN,2025,July,SCAM,2-Meter,L19,40,Elevated,Ambient,6.61,7/7/2025,
56,GCReW,CO2xN,2025,July,SCAM,2-Meter,L19,80,Elevated,Ambient,6.6,7/7/2025,
57,GCReW,CO2xN,2025,July,SCAM,2-Meter,L20,20,Ambient,Amended,6.52,7/7/2025,
58,GCReW,CO2xN,2025,July,SCAM,2-Meter,L20,40,Ambient,Amended,6.66,7/7/2025,
59,GCReW,CO2xN,2025,July,SCAM,2-Meter,L18,80,Elevated,Amended,6.54,7/7/2025,
60,GCReW,CO2xN,2025,July,SCAM,2-Meter,L20,80,Ambient,Amended,6.51,7/7/2025,
