Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.33	5.0335	92.83	6.1037	65.83
6	Standard 2	Calibration Standard	3.327	10.1063	92.88	12.2551	130.92
7	Standard 3	Calibration Standard	3.323	20.1039	92.91	24.3783	256.29
8	Standard 4	Calibration Standard	3.307	106.0467	92.94	128.5941	1267.02
9	Standard 5	Calibration Standard	3.3	196.3488	92.72	238.096	2120.87
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	610_10_Sept	Unknown	3.31	5666.3399	91.23	68.711	686.29
13	610_20_Sept	Unknown	3.313	5822.8785	91.55	70.6093	704.19
14	610_40_Sept	Unknown	3.31	6485.527	89.54	78.6447	781.79
15	610_80_Sept	Unknown	3.31	6190.5248	90.69	75.0674	745.97
16	610_120_Sept	Unknown	3.313	5705.418	91.25	69.1849	687.84
17	310_10_Sept	Unknown	3.313	5752.3089	94.45	69.7535	694.58
18	310_20_Sept	Unknown	3.31	5991.143	92.62	72.6497	721.41
19	310_40_Sept	Unknown	3.313	6009.3518	92.69	72.8705	723.14
20	310_80_Sept	Unknown	3.313	5886.6088	93.28	71.3821	709.28
21	310_80_Sept_DUP	Unknown	3.313	5905.1224	93.29	71.6066	710.95
22	310_120_Sept	Unknown	3.313	5807.1429	93.99	70.4184	698.62
23	310_120_Sept_SPK	Spiked	3.313	5705.3913	91.92	68.7264	682.17
