Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	7.397	0.4388	6.16	0.7157	3.39
6	Standard 2	Calibration Standard	7.403	0.9755	6.6	1.5913	7.32
7	Standard 3	Calibration Standard	7.393	1.9832	6.79	3.235	14.58
8	Standard 4	Calibration Standard	7.33	10.122	7.01	16.5115	68.39
9	Standard 5	Calibration Standard	7.28	20.1273	7.03	32.8326	123.49
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	610_10_May	Unknown	7.33	529.1502	8.94	8.6318	37.69
13	610_20_May	Unknown	7.303	880.8872	9.46	14.3695	60.5
14	610_40_May	Unknown	7.33	874.6928	8.29	14.2684	60.14
15	610_80_May	Unknown	7.317	597.3742	6.76	9.7447	42.31
16	610_120_May	Unknown	7.313	499.4921	5.85	8.148	35.82
17	310_10_May	Unknown	7.34	399.3459	6.77	6.5143	28.98
18	310_20_May	Unknown	7.353	727.347	7.86	11.8649	50.84
19	310_40_May	Unknown	7.347	674.9032	6.82	11.0094	47.49
20	310_80_May	Unknown	7.327	187.8371	2.34	3.0641	13.91
21	310_80_May_DUP	Unknown	7.41	193.8078	2.34	3.1615	14.29
22	310_120_May	Unknown	7.383	266.8551	3.23	4.3531	19.58
23	310_120_May_SPK	Spiked	7.367	440.4977	5.36	7.138	31.59
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
