Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.32	0.0148	60.43	0.0177	0.15
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.32	5.0114	92.95	6.0211	61.69
6	Standard 2	Calibration Standard	3.317	10.1317	92.92	12.1732	123.68
7	Standard 3	Calibration Standard	3.313	19.7623	92.89	23.7444	237.56
8	Standard 4	Calibration Standard	3.297	101.6501	92.74	122.1326	1173.65
9	Standard 5	Calibration Standard	3.29	199.5881	92.71	239.8051	2135.91
10	Lab Blank	Unknown	3.323	0.0826	90.52	0.0992	0.92
11	Standard 3	Check Standard	3.313	19.8229	92.75	23.8172	237.71
12	Lab Blank	Unknown	3.32	0.0767	89.61	0.0922	0.86
13	333_10_July	Unknown	3.3	6556.1947	93.47	78.7727	758.76
14	333_20_July	Unknown	3.3	6210.4227	96.18	74.6182	720.3
15	333_40_July	Unknown	3.3	6437.0328	97.28	77.3409	743.99
16	333_80_July	Unknown	3.3	5846.5991	96.82	70.2469	677.25
17	333_120_July	Unknown	3.3	5484.5902	96.79	65.8973	635
18	633_10_July	Unknown	3.3	7276.542	90.01	87.4276	838.88
19	633_20_July	Unknown	3.3	6532.3745	95.01	78.4865	752.92
20	633_40_July	Unknown	3.3	6767.4175	97.24	81.3105	779.71
21	633_80_July	Unknown	3.303	5966.5387	96.83	71.688	688.87
22	633_80_July_DUP	Unknown	3.303	5984.9809	96.83	71.9095	691.26
23	633_120_July	Unknown	3.303	5226.3609	96.73	62.7947	603.95
