Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	4.353	0.0336	24.57	0.0321	0.05
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.373	0.4703	6.8	0.4491	3.32
6	Standard 2	Calibration Standard	4.373	0.9154	6.73	0.8743	6.89
7	Standard 3	Calibration Standard	4.36	1.8456	6.86	1.7626	13.87
8	Standard 4	Calibration Standard	4.313	10.0433	7.02	9.5916	66.37
9	Standard 5	Calibration Standard	4.267	19.9612	6.98	19.0635	116.15
10	Lab Blank	Unknown	4.36	0.0182	42.99	0.0174	0.04
11	Lab Blank	Unknown	4.187	0.0222	52.57	0.0212	0.04
12	610_10_July	Unknown	4.337	557.3198	6.94	5.3225	39.73
13	610_20_July	Unknown	4.333	602.5041	7.85	5.7541	42.64
14	610_40_July	Unknown	4.32	858.1214	8.47	8.1953	58.12
15	610_80_July	Unknown	4.333	590.0582	6.52	5.6352	41.75
16	610_120_July	Unknown	4.343	464.7411	5.63	4.4384	33.62
17	310_10_July	Unknown	4.343	452.9116	5.84	4.3254	32.78
18	310_20_July	Unknown	4.343	448.6525	5.84	4.2847	32.4
19	310_40_July	Unknown	4.343	464.4177	5.65	4.4353	33.5
20	310_80_July	Unknown	4.36	223.6619	2.84	2.136	16.72
21	310_80_July_DUP	Unknown	4.357	226.4178	2.84	2.1623	16.96
22	310_120_July	Unknown	4.36	221.3044	2.93	2.1135	16.46
23	310_120_July_SPK	Spiked	4.35	398.9328	5.08	3.7847	28.47
24	Lab Blank	Unknown	4.343	0.0302	35.04	0.0288	0.05
