Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.097	4.8304	93.22	5.7046	59.73
6	Standard 2	Calibration Standard	3.093	9.6004	93.02	11.3378	117.5
7	Standard 3	Calibration Standard	3.09	18.8927	92.97	22.3117	228.07
8	Standard 4	Calibration Standard	3.073	99.6991	92.98	117.7418	1168.53
9	Standard 5	Calibration Standard	3.077	199.5878	92.93	235.7075	2311.52
10	Lab Blank	Unknown	3.093	0.0123	55.03	0.0145	0.11
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	610_10_Sept	Unknown	3.08	5688.231	92.45	67.1764	668.99
13	610_20_Sept	Unknown	3.08	5171.3897	93.07	61.0726	609.75
14	610_40_Sept	Unknown	3.08	6333.824	90.89	74.8006	743.24
15	610_80_Sept	Unknown	3.077	6453.5533	91.02	76.2146	756.42
16	Lab Blank	Unknown	3.1	0.0362	14.45	0.0428	0.1
17	610_120_Sept	Unknown	3.08	6066.693	90.73	71.6459	712.55
18	310_10_Sept	Unknown	3.08	5875.7169	91.14	69.3905	689.4
19	310_20_Sept	Unknown	3.077	5593.483	92.18	66.0574	655.86
20	310_40_Sept	Unknown	3.077	6100.5794	91.43	72.0461	716.44
21	310_80_Sept	Unknown	3.077	6226.7514	93.25	73.5362	731.64
22	310_80_Sept_DUP	Unknown	3.077	6323.8619	93.26	74.683	742.71
23	310_120_Sept	Unknown	3.077	6006.6753	93.09	70.9371	706.21
