Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.187	0.5052	7	0.4564	3.85
6	Standard 2	Calibration Standard	4.183	1.0002	7.04	0.9037	7.52
7	Standard 3	Calibration Standard	4.173	1.9233	7.01	1.7378	14.24
8	Standard 4	Calibration Standard	4.133	9.9945	7.04	9.0307	66.03
9	Standard 5	Calibration Standard	4.1	20.0228	7.09	18.0919	118.02
10	Lab Blank	Unknown	4.19	0.0196	52.02	0.0177	0.02
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	P1A_20	Unknown	4.143	864.6901	9.8	7.813	58.28
13	P1A_40	Unknown	4.14	906.0252	9.81	8.1865	60.75
14	P2A_20	Unknown	4.14	906.3963	10.63	8.1899	60.92
15	P2A_40	Unknown	4.137	1039.5482	11.48	9.393	68.58
16	P3A_20	Unknown	4.147	753.5721	9.58	6.809	51.61
17	P3A_40	Unknown	4.143	776.7195	9.72	7.0182	53.06
18	P4A_20	Unknown	4.147	736.7303	9.7	6.6568	50.64
19	P4A_40	Unknown	4.14	843.6337	10.15	7.6228	57.13
20	P5A_20	Unknown	4.143	856.4921	9.8	7.739	57.89
21	P5A_20_DUP	Unknown	4.143	784.6194	9.79	7.0896	53.45
22	P5A_40	Unknown	4.143	758.4289	8.43	6.8529	51.94
23	P5A_40_SPK	Spiked	4.14	931.9319	10.21	8.3648	62.03
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
