Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.087	5.0021	93.23	5.9334	62.21
6	Standard 2	Calibration Standard	3.083	9.9984	93.11	11.8602	122.97
7	Standard 3	Calibration Standard	3.077	19.9891	93.01	23.7112	242.41
8	Standard 4	Calibration Standard	3.067	100.5538	92.91	119.2772	1185.61
9	Standard 5	Calibration Standard	3.067	199.5918	92.89	236.7563	2323.99
10	Lab Blank	Unknown	3.083	0.0122	50.31	0.0145	0.11
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	P1A_20	Unknown	3.073	4175.2303	93.59	49.5267	495.93
13	P1A_40	Unknown	3.073	3987.1243	92.88	47.2954	475
14	P2A_20	Unknown	3.077	4195.6718	94.26	49.7692	498.68
15	P2A_40	Unknown	3.077	4427.0083	93.51	52.5133	525.39
16	P3A_20	Unknown	3.073	5481.8486	90.01	65.0258	649.18
17	P3A_40	Unknown	3.07	5000.6016	90.24	59.3173	591.75
18	P4A_20	Unknown	3.073	4891.0997	94	58.0183	580.04
19	P4A_40	Unknown	3.073	4894.7004	90.16	58.0611	579.77
20	P5A_20	Unknown	3.073	4441.5785	92.95	52.6861	527.08
21	P5A_20_DUP	Unknown	3.073	4456.3189	92.98	52.861	530.08
22	P5A_40	Unknown	3.07	5613.2763	89.5	66.5848	662.88
23	P5A_40_SPK	Spiked	3.07	5387.6391	87.47	63.4851	632.35
