Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.287	0.5265	6.76	0.4321	2.58
6	Standard 2	Calibration Standard	4.283	1.0458	6.61	0.8584	5.15
7	Standard 3	Calibration Standard	4.287	2.0665	6.64	1.6961	10.07
8	Standard 4	Calibration Standard	4.24	11	6.93	9.0285	48.19
9	Standard 5	Calibration Standard	4.207	22.2766	7	18.2841	87.29
10	Lab Blank	Unknown	4.29	0.0532	63.7	0.0437	0.03
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	333_10_May	Unknown	4.26	604.3471	6.72	4.9769	28.01
13	333_20_May	Unknown	4.28	307.8452	3	2.5352	14.81
14	333_40_May	Unknown	4.283	89.9725	0.9	0.7409	4.45
15	333_80_May	Unknown	4.28	106.1898	0.97	0.8745	5.23
16	333_120_May	Unknown	4.283	77.2772	0.9	0.6364	3.82
17	633_10_May	Unknown	4.26	611.4555	6.57	5.0355	28.1
18	633_20_May	Unknown	4.28	103.6545	1	0.8536	5.09
19	633_40_May	Unknown	4.283	93.8345	0.98	0.7727	4.6
20	633_80_May	Unknown	4.29	8.2874	0.09	0.0682	0.43
21	633_80_May_DUP	Unknown	4.29	8.6585	0.09	0.0713	0.45
22	633_120_May	Unknown	4.283	19.9295	0.25	0.1641	1.01
23	633_120_May_SPK	Spiked	4.277	187.0661	2.25	1.5303	8.96
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
