Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.15	4.9053	93.24	5.9613	47.54
6	Standard 2	Calibration Standard	3.147	9.9436	93.12	12.0844	94.72
7	Standard 3	Calibration Standard	3.15	19.6379	93.36	23.8658	183.47
8	Standard 4	Calibration Standard	3.13	99.7389	93.07	121.2121	901.12
9	Standard 5	Calibration Standard	3.13	200.0331	93	243.099	1848.23
10	Lab Blank	Unknown	3.147	0.0187	33.2	0.0228	0.13
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	333_10_May	Unknown	3.137	5448.58	89.69	66.4377	495.01
13	333_20_May	Unknown	3.143	6511.4073	93.9	79.3974	589.17
14	333_40_May	Unknown	3.137	6468.3583	96.04	78.8724	585.18
15	333_80_May	Unknown	3.137	7072.044	96.07	86.2335	638.27
16	333_120_May	Unknown	3.137	5515.7425	95.33	67.2566	499.44
17	633_10_May	Unknown	3.137	5658.8713	90.08	69.0019	510.84
18	633_20_May	Unknown	3.137	6697.0184	95.98	81.6606	602.6
19	633_40_May	Unknown	3.14	6171.7148	95.88	75.2553	555.69
20	633_80_May	Unknown	3.143	5971.6372	96.57	72.8156	537.09
21	633_80_May_DUP	Unknown	3.143	5970.2311	96.57	72.7985	537.16
22	633_120_May	Unknown	3.137	5211.2541	96.16	63.5438	469.94
23	633_120_May_SPK	Spiked	3.14	5289.0011	94.24	64.0636	473.51
