Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
25	Standard 1	Check Standard	3.083	5.1615	93.06	6.1373	64.93
26	Lab Blank	Unknown	3.083	0.0183	100	0.0218	0.21
27	L4_20	Unknown	3.07	5771.398	91.42	68.6251	689
28	L4_40	Unknown	3.07	6470.4493	92.35	76.9372	772.2
29	L4_80	Unknown	3.07	6517.3292	92.95	77.4946	777.43
30	L5_20	Unknown	3.07	5571.9306	91.64	66.2533	666.35
31	L5_40	Unknown	3.07	6162.2976	91.71	73.2731	736.48
32	L5_80	Unknown	3.07	6232.7013	93.18	74.1103	743.72
33	L6_20	Unknown	3.077	5984.2707	92.78	71.1563	714.79
34	L6_40	Unknown	3.073	6496.5425	93.27	77.2475	774.01
35	L6_40_DUP	Unknown	3.07	6555.4644	93.26	77.9481	781.76
36	L6_80	Unknown	3.07	6562.6415	92.37	78.0334	783.52
37	L6_80_SPK	Spiked	3.07	6400.5867	90.61	75.6025	759.53
38	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
39	Standard 1	Check Standard	3.087	5.1546	92.87	6.1292	64.95
40	Lab Blank	Unknown	3.083	0.0182	100	0.0216	0.21
41	L7_20	Unknown	3.073	5817.4378	90.87	69.1725	695.1
42	L7_40	Unknown	3.07	6815.167	90.84	81.0361	812.4
43	L7_80	Unknown	3.073	6346.8621	91.49	75.4677	757.34
44	L8_20	Unknown	3.073	5715.7694	91.59	67.9637	683.59
45	L8_40	Unknown	3.07	6471.9644	90.77	76.9552	773.21
46	L8_80	Unknown	3.07	6710.5128	92.26	79.7917	801.04
47	L9_20	Unknown	3.077	5138.0194	92.05	61.0939	615.72
48	L9_40	Unknown	3.07	6538.8112	91.01	77.7501	779.39
49	L9_40_DUP	Unknown	3.07	6635.6315	91.01	78.9013	791.82
50	L9_80	Unknown	3.07	6728.5539	92.02	80.0062	801.94
51	L9_80_SPK	Spiked	3.07	6524.5465	90.33	77.0667	772.32
52	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
53	Standard 1	Check Standard	3.087	5.1646	92.83	6.141	65.08
54	Lab Blank	Unknown	3.087	0.0142	59.94	0.0169	0.14
55	L10_20	Unknown	3.07	6213.7206	91.97	73.8846	741.12
56	L10_40	Unknown	3.073	5661.0349	91.29	67.3128	676.91
57	L10_80	Unknown	3.07	6491.0949	92.82	77.1827	774.46
58	L11_20	Unknown	3.073	5000.9681	91.18	59.4643	599.51
59	L11_40	Unknown	3.07	6648.6425	90.65	79.056	792.49
60	L11_80	Unknown	3.07	6746.5502	91.29	80.2202	804.24
61	L12_20	Unknown	3.073	5685.073	92.34	67.5987	679.75
62	L12_40	Unknown	3.073	6659.4722	91.38	79.1848	793.2
63	L12_40_DUP	Unknown	3.07	6804.4975	91.37	80.9092	810.6
64	L12_80	Unknown	3.07	6457.3441	91.35	76.7814	770.33
65	L12_80_SPK	Spiked	3.07	6648.4054	89.72	78.5297	786.54
66	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
67	Standard 2	Check Standard	3.083	10.1191	92.73	12.0322	126.06
68	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
69	L13_20	Unknown	3.073	5965.9336	91.61	70.9382	712.09
70	L13_40	Unknown	3.07	6820.332	92.06	81.0975	811.73
71	L13_80	Unknown	3.07	6639.6897	92.62	78.9496	791.98
72	L14_20	Unknown	3.073	5654.2987	91.16	67.2327	675.49
73	L14_40	Unknown	3.073	6432.5456	91.62	76.4865	766.9
74	L14_80	Unknown	3.07	6463.6084	91.98	76.8559	770.81
75	L15_20	Unknown	3.073	5702.3271	93.32	67.8038	681.7
76	L15_40	Unknown	3.073	6526.1009	93.05	77.5989	777.7
77	L15_40_DUP	Unknown	3.073	6325.9898	93.04	75.2195	753.44
78	L15_80	Unknown	3.07	6680.8667	92.67	79.4392	795.89
79	L15_80_SPK	Spiked	3.073	6404.2005	90.95	75.6452	758.7
80	Lab Blank	Unknown	3.087	0.0124	100	0.0147	0.14
81	Standard 2	Check Standard	3.087	10.1355	92.76	12.0516	125.8
82	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
83	L16_20	Unknown	3.073	5766.091	93.69	68.562	688.84
84	L16_40	Unknown	3.073	6400.9859	93.46	76.1113	762.7
85	L16_80	Unknown	3.07	6450.1672	92.7	76.6961	769.12
86	L17_20	Unknown	3.073	4502.5735	90.32	53.5381	540.9
87	L17_40	Unknown	3.073	5106.5741	90.43	60.72	611.15
88	L17_80	Unknown	3.073	4808.1441	92.84	57.1715	576.44
89	L18_20	Unknown	3.077	4325.0675	90.78	51.4274	519.45
90	L18_40	Unknown	3.073	5615.7032	91.12	66.7738	670.92
91	L18_40_DUP	Unknown	3.073	5615.9295	91.12	66.7765	670.33
92	L18_80	Unknown	3.073	5527.4067	92.3	65.7239	660.51
93	L18_80_SPK	Spiked	3.073	5488.6657	90.36	64.831	650.71
94	Lab Blank	Unknown	3.083	0.0304	100	0.0362	0.36
95	Standard 2	Check Standard	3.083	10.1045	92.84	12.0148	125.56
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
97	L19_20	Unknown	3.07	5816.2114	94.03	69.158	693.76
98	L19_40	Unknown	3.073	5987.3425	95.55	71.1928	713.84
99	L19_80	Unknown	3.073	5590.6492	94.29	66.4759	666.36
100	L20_20	Unknown	3.07	6181.0647	92.99	73.4963	734.91
101	L20_40	Unknown	3.07	6769.6306	93.47	80.4946	805.13
102	L20_80	Unknown	3.07	6619.4881	91.59	78.7094	788.23
103	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
104	Standard 3	Check Standard	3.08	19.4686	92.97	23.1492	238.11
105	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
106	Standard 1	Calibration Standard	3.087	5.1406	92.98	6.1125	64.45
107	Standard 2	Calibration Standard	3.087	10.0622	92.83	11.9646	124.97
108	Standard 3	Calibration Standard	3.083	19.4359	92.97	23.1103	237.76
109	Standard 4	Calibration Standard	3.067	100.7778	92.98	119.8304	1196.54
110	Standard 5	Calibration Standard	3.07	199.7481	92.91	237.5115	2343.81
111	Lab Blank	Unknown	3.083	0.01	100	0.0119	0.11
112	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
113	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.087	6820.332	100	237.5115	2349.68
Average			3.074	4514.8044	91.75	62.4858	626.93
Minimum			3.067	0.01	14.47	0.0119	0.05
Standard Deviation			0.006	2752.5402	8.86	38.9552	386.6
Relative Standard Deviation			0.19%	60.97%	9.66%	62.34%	61.67%
