Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.183	0.4759	6.77	0.4309	3.62
6	Standard 2	Calibration Standard	4.18	0.9717	6.88	0.8798	7.29
7	Standard 3	Calibration Standard	4.173	1.9652	6.97	1.7792	14.38
8	Standard 4	Calibration Standard	4.133	10.0296	7.07	9.0805	65.76
9	Standard 5	Calibration Standard	4.097	20.0028	7.1	18.1099	117.16
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	P1A_20	Unknown	4.16	438.8373	7.23	3.9731	31.13
13	P1A_40	Unknown	4.143	772.4219	9.51	6.9932	52.37
14	P2A_20	Unknown	4.16	459.1942	6.66	4.1574	32.5
15	P2A_40	Unknown	4.143	915.8564	10.75	8.2918	60.96
16	P3A_20	Unknown	4.163	416.0373	7.77	3.7667	29.61
17	P3A_40	Unknown	4.163	420.141	7.8	3.8038	29.75
18	P4A_20	Unknown	4.16	466.8237	6.97	4.2265	32.98
19	P4A_40	Unknown	4.143	801.0888	9.93	7.2528	54
20	P5A_20	Unknown	4.15	666.4926	8.67	6.0342	45.83
21	P5A_20_DUP	Unknown	4.15	670.1221	8.71	6.0671	45.97
22	P5A_40	Unknown	4.147	772.6486	8.77	6.9953	52.39
23	P5A_40_SPK	Spiked	4.14	950.1608	10.54	8.5455	62.54
