Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.203	0.0112	10.86	0.0142	0.04
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.21	4.7923	92.08	6.0823	61.14
6	Standard 2	Calibration Standard	3.207	9.5435	93.27	12.1124	121.99
7	Standard 3	Calibration Standard	3.203	18.8678	93.14	23.9466	238.01
8	Standard 4	Calibration Standard	3.197	100.0922	92.97	127.0346	1182.25
9	Standard 5	Calibration Standard	3.187	199.9686	92.98	253.7952	2034.99
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	610_10_July	Unknown	3.197	5399.8914	89.39	68.5341	665.47
13	610_20_July	Unknown	3.197	5120.9141	88.62	64.9934	632.3
14	610_40_July	Unknown	3.193	6777.8913	88.88	86.0233	828.38
15	610_80_July	Unknown	3.193	6158.2915	90.44	78.1595	756.92
16	610_120_July	Unknown	3.197	5652.2288	91.07	71.7367	695.02
17	310_10_July	Unknown	3.197	5297.5122	90.85	67.2347	652.55
18	310_20_July	Unknown	3.197	5249.3918	90.82	66.624	645.71
19	310_40_July	Unknown	3.193	5635.1438	91.16	71.5198	692.91
20	310_80_July	Unknown	3.197	5557.9074	93.91	70.5396	681.93
21	310_80_July_DUP	Unknown	3.197	5642.0997	93.95	71.6081	692.79
22	310_120_July	Unknown	3.197	5332.0329	93.69	67.6728	652.44
23	310_120_July_SPK	Spiked	3.197	5412.4259	91.59	68.2382	653.35
