Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
6	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
7	Standard 1	Calibration Standard	3.327	5.0671	92.13	6.1387	64.3
8	Standard 2	Calibration Standard	3.32	10.1858	92.41	12.3398	127.94
9	Standard 3	Calibration Standard	3.32	20.0961	92.73	24.346	248.5
10	Standard 4	Calibration Standard	3.3	106.9264	92.94	129.5387	1255.26
11	Standard 5	Calibration Standard	3.297	196.5596	92.72	238.1273	2154.78
12	Lab Blank	Unknown	3.323	0.0132	14.38	0.016	0.11
13	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
14	333_10_Sept	Unknown	3.303	6898.3398	95.41	83.5718	813.17
15	333_20_Sept	Unknown	3.303	6503.5494	96.33	78.789	765.25
16	333_40_Sept	Unknown	3.303	6490.054	96.78	78.6255	763.11
17	333_80_Sept	Unknown	3.303	6037.4258	96.81	73.142	711.58
18	333_120_Sept	Unknown	3.307	5627.1694	96.67	68.1718	663.93
19	633_10_Sept	Unknown	3.3	7234.8369	91.69	87.6483	847.57
20	633_20_Sept	Unknown	3.303	7031.1946	93.01	85.1813	824.62
21	633_40_Sept	Unknown	3.303	6562.6404	96.34	79.5048	769.64
22	633_80_Sept	Unknown	3.307	5922.8519	96.06	71.7539	696.48
23	633_80_Sept_DUP	Unknown	3.307	5984.4945	96.06	72.5007	704.41
