Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.093	4.8303	93.2	5.7037	60.02
6	Standard 2	Calibration Standard	3.09	9.5765	92.98	11.3081	118
7	Standard 3	Calibration Standard	3.087	18.8309	92.95	22.2358	228.5
8	Standard 4	Calibration Standard	3.073	99.5799	92.98	117.5853	1174.49
9	Standard 5	Calibration Standard	3.077	199.5255	92.94	235.6024	2320.92
10	Lab Blank	Unknown	3.09	0.0117	47.54	0.0139	0.11
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	333_10_Sept	Unknown	3.077	6641.3065	94.27	78.4214	782.69
13	333_20_Sept	Unknown	3.077	6966.9885	96.24	82.2671	820.95
14	333_40_Sept	Unknown	3.077	6009.6247	95.96	70.9625	709.39
15	333_80_Sept	Unknown	3.077	6120.4153	96.49	72.2707	721.5
16	333_120_Sept	Unknown	3.077	5986.9811	96.8	70.6951	706.55
17	633_10_Sept	Unknown	3.077	6517.7308	96.91	76.9622	767.51
18	633_20_Sept	Unknown	3.077	6825.0292	97.28	80.5909	804.29
19	633_40_Sept	Unknown	3.077	6669.1059	97.27	78.7497	784.28
20	633_80_Sept	Unknown	3.077	6260.3831	97.12	73.9234	737.1
21	633_80_Sept_DUP	Unknown	3.077	6206.7714	97.11	73.2904	731.13
22	633_120_Sept	Unknown	3.077	5275.5091	96.53	62.2939	624.16
23	633_120_Sept_SPK	Spiked	3.08	5110.623	94.17	59.9472	600.74
