Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.22	0.4715	6.81	0.4209	3.45
6	Standard 2	Calibration Standard	4.217	0.9493	6.89	0.8475	6.88
7	Standard 3	Calibration Standard	4.21	1.8684	6.92	1.6679	13.28
8	Standard 4	Calibration Standard	4.173	9.8942	6.97	8.8324	63.12
9	Standard 5	Calibration Standard	4.13	20.0092	7	17.8619	113.79
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	333_10_May	Unknown	4.19	594.0615	6.36	5.3031	40.16
13	333_20_May	Unknown	4.213	109.3605	1.2	0.9762	7.87
14	333_40_May	Unknown	4.217	70.9921	0.8	0.6337	5.16
15	333_80_May	Unknown	4.217	13.4717	0.14	0.1203	1
16	333_120_May	Unknown	4.22	28.5603	0.36	0.255	2.11
17	633_10_May	Unknown	4.19	629.6827	6.98	5.6211	42.3
18	633_20_May	Unknown	4.213	187.692	2.02	1.6755	13.33
19	633_40_May	Unknown	4.22	54.5404	0.59	0.4869	3.99
20	633_80_May	Unknown	4.223	21.4932	0.26	0.1919	1.59
21	633_80_May_DUP	Unknown	4.217	22.6812	0.26	0.2025	1.68
22	633_120_May	Unknown	4.217	112.2278	1.39	1.0018	8.07
23	633_120_May_SPK	Spiked	4.207	296.7889	3.61	2.6318	20.71
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
