Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.217	0.4707	6.75	0.4185	3.45
6	Standard 2	Calibration Standard	4.217	0.9523	6.83	0.8466	6.89
7	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
8	Standard 3	Calibration Standard	4.203	1.8723	6.91	1.6646	13.34
9	Standard 4	Calibration Standard	4.163	9.9292	6.97	8.8275	63.25
10	Standard 5	Calibration Standard	4.127	20.013	6.99	17.7924	113.35
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	610_10_May	Unknown	4.177	654.0841	7.76	5.8151	43.85
14	610_20_May	Unknown	4.177	728.0083	7.67	6.4723	48.24
15	610_40_May	Unknown	4.177	748.7434	7.34	6.6566	49.48
16	610_80_May	Unknown	4.177	708.27	7.34	6.2968	47.17
17	610_120_May	Unknown	4.177	677.9572	7.19	6.0273	45.32
18	310_10_May	Unknown	4.18	708.9258	8.06	6.3027	47.16
19	310_20_May	Unknown	4.173	771.8538	8	6.8621	50.92
20	310_40_May	Unknown	4.187	541.8429	5.66	4.8172	36.89
21	310_80_May	Unknown	4.193	423.5125	4.74	3.7652	29.25
22	310_80_May_DUP	Unknown	4.193	427.4655	4.74	3.8004	29.48
23	310_120_May	Unknown	4.197	365.7983	4.29	3.2521	25.44
24	310_120_May_SPK	Spiked	4.187	580.449	6.6	5.1263	38.92
