Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.1	4.8886	93.25	5.7811	60.39
6	Standard 2	Calibration Standard	3.1	9.7585	93.17	11.5402	119.21
7	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
8	Standard 3	Calibration Standard	3.093	18.9517	93.05	22.4117	228.78
9	Standard 4	Calibration Standard	3.08	99.6422	93.02	117.8338	1161.72
10	Standard 5	Calibration Standard	3.083	200.0766	92.99	236.6045	2304.37
11	Lab Blank	Unknown	3.1	0.0151	100	0.0178	0.16
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	610_10_May	Unknown	3.083	5710.3948	90.1	67.5294	668.04
14	610_20_May	Unknown	3.083	6442.9021	90.3	76.1918	752.31
15	610_40_May	Unknown	3.083	6943.9846	90.52	82.1175	810.04
16	610_80_May	Unknown	3.083	6566.4109	90.49	77.6524	767.26
17	610_120_May	Unknown	3.083	6408.6663	90.38	75.787	747.75
18	310_10_May	Unknown	3.087	5927.039	89.61	70.0914	691.6
19	310_20_May	Unknown	3.083	6526.6834	89.99	77.1826	761.96
20	310_40_May	Unknown	3.087	6614.603	91.96	78.2223	772.52
21	310_80_May	Unknown	3.083	6231.0725	92.74	73.6868	727.92
22	310_80_May_DUP	Unknown	3.083	6283.2312	92.74	74.3036	732.4
23	310_120_May	Unknown	3.083	5980.154	93.27	70.7195	697.64
